Date,STLFSI4
2026-01-02,-0.5626
2026-01-09,-0.6615
2026-01-16,-0.6487
2026-01-23,-0.7104
2026-01-30,-0.6764
2026-02-06,-0.654
2026-02-13,-0.6183
2026-02-20,-0.4863
2026-02-27,-0.4413
2026-03-06,-0.4276
2026-03-13,-0.2979
2026-03-20,-0.366
2026-03-27,-0.1806
2026-04-03,-0.239
2026-04-10,-0.646
2026-04-17,-0.7568
2026-04-24,-0.6776
2026-05-01,-0.67
2026-05-08,-0.7621
